epoch,step,train/train_eval_metric,val/val_eval_metric
0,49,4.081876754760742,
0,99,14.693065643310547,
0,149,3.448579788208008,
0,199,8.293482780456543,
0,249,4.290342330932617,
0,299,7.0711188316345215,
0,349,4.412166118621826,
0,399,1.9007773399353027,
0,449,6.614662170410156,
0,499,3.72717022895813,
0,549,6.825714111328125,
0,599,3.0186736583709717,
0,649,2.097862482070923,
0,699,3.832110643386841,
0,749,4.795661449432373,
0,799,5.620004653930664,
,0,,6.190226078033447
,1,,26.320032119750977
,2,,44.087154388427734
,3,,33.30905532836914
,4,,28.09344482421875
,5,,36.26369857788086
,6,,21.77569007873535
,7,,17.280298233032227
,8,,21.75644874572754
,9,,28.3708438873291
,10,,37.85285949707031
,11,,29.707189559936523
,12,,30.321273803710938
,13,,21.535852432250977
,14,,12.487444877624512
,15,,6.316749095916748
,16,,18.04868507385254
,17,,74.79207611083984
,18,,81.08177947998047
,19,,20.3509578704834
,20,,29.386133193969727
,21,,52.527530670166016
,22,,7.264520645141602
,23,,22.315597534179688
,24,,14.432612419128418
,25,,37.63166427612305
,26,,65.94843292236328
,27,,86.9637222290039
,28,,75.66500091552734
,29,,50.09538650512695
,30,,16.232023239135742
,31,,7.912960529327393
,32,,2.619374990463257
,33,,12.666520118713379
,34,,15.682552337646484
,35,,1.088205337524414
,36,,1.3823190927505493
,37,,0.42089518904685974
,38,,0.6276552677154541
,39,,0.9771283268928528
,40,,21.299222946166992
,41,,37.876129150390625
,42,,5.382297039031982
,43,,2.368811845779419
,44,,31.203170776367188
,45,,12.230463981628418
,46,,52.36122512817383
,47,,37.317081451416016
,48,,1.3301472663879395
,49,,5.6962890625
,50,,26.770421981811523
,51,,3.131606340408325
,52,,24.25444793701172
,53,,21.05906867980957
,54,,38.43474197387695
,55,,64.97860717773438
,56,,42.6934700012207
,57,,55.577396392822266
,58,,33.905696868896484
,59,,31.562973022460938
,60,,53.2265625
,61,,56.42402267456055
,62,,116.44722747802734
,63,,106.47057342529297
,64,,59.62660217285156
,65,,96.69693756103516
,66,,34.08467483520508
,67,,45.57046127319336
,68,,27.86536407470703
,69,,65.4376449584961
,70,,14.05932331085205
,71,,14.781268119812012
,72,,44.0139045715332
,73,,30.635019302368164
,74,,6.222705841064453
,75,,7.403677463531494
,76,,17.16693878173828
,77,,2.521965980529785
,78,,4.049071788787842
,79,,15.925796508789062
,80,,14.24313735961914
,81,,36.80209732055664
,82,,41.134586334228516
,83,,93.54660034179688
,84,,84.54438018798828
,85,,41.7489013671875
,86,,5.809769153594971
,87,,17.259660720825195
,88,,66.18550872802734
,89,,108.4981689453125
,90,,13.170306205749512
,91,,10.37976360321045
,92,,24.15519142150879
,93,,9.14406681060791
,94,,58.39436721801758
,95,,52.06644821166992
,96,,78.26903533935547
,97,,37.9770622253418
,98,,6.882340908050537
,99,,8.373408317565918
,100,,16.021699905395508
,101,,6.345951080322266
,102,,5.0725016593933105
,103,,10.84403133392334
,104,,3.6685855388641357
,105,,6.001854419708252
,106,,48.22581100463867
,107,,22.24762725830078
,108,,32.1775016784668
,109,,39.567508697509766
,110,,15.327248573303223
,111,,31.737573623657227
,112,,31.865676879882812
,113,,20.813371658325195
,114,,28.972135543823242
,115,,19.531267166137695
,116,,13.755711555480957
,117,,13.681411743164062
,118,,22.777578353881836
,119,,35.57838439941406
,120,,8.22506332397461
,121,,10.115893363952637
,122,,11.764456748962402
,123,,23.1060733795166
,124,,28.8255672454834
,125,,16.5040340423584
,126,,21.3674373626709
,127,,21.474287033081055
,128,,34.552494049072266
,129,,19.417930603027344
,130,,23.494064331054688
,131,,16.54692840576172
,132,,22.525537490844727
,133,,31.742284774780273
,134,,35.648963928222656
,135,,15.029988288879395
,136,,9.95812702178955
,137,,2.857717752456665
1,849,5.319699764251709,
1,899,4.171264171600342,
1,949,5.738037586212158,
